20190821 13:38:20 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:User_DB_DAL][Function:		public Common.Model.User_DB_Model GetModel()TableName:User_DB][]
20190821 13:44:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:44:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:45:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:45:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:45:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:46:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:46:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:46:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:47:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:47:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:47:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:48:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:48:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:48:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:49:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:49:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:49:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:50:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:50:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:50:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:51:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:51:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:51:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:52:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:52:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:52:24 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:53:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:53:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:53:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:54:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:54:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:54:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:55:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:55:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:55:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:56:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:56:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:56:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:57:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:57:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:57:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:58:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:58:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:58:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:59:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:59:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 13:59:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:00:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:00:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:00:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:01:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:01:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:01:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:02:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:02:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:02:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:03:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:03:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:03:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:04:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:04:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:04:25 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:05:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:05:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:05:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:06:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:06:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:06:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:07:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:07:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:07:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:08:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:08:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:08:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:09:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:09:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:09:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:10:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:10:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:10:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:11:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:11:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:11:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:12:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:12:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:12:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:13:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:13:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:13:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:14:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:14:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:14:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:15:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:15:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:15:26 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:16:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:16:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:16:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:17:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:17:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:17:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
20190821 14:18:27 下午 -- [|Debug Log|][NameSpace:Common.DAL][Class:MouldingViTracking_DAL][Function:		public DataSet GetModel_ByDayShiftPart(DateTime curDay, string curShift, string partNumber , string machineID)TableName:MouldingViTracking][]
